  0.696035 	 0.606524 	 0.384272 
  0.722201 	 -0.609613 	 0.326799 
  0.718088 	 -0.695369 	 -0.028482 
  -0.840889 	 -0.300141 	 -0.450357 
  0.821714 	 -0.413045 	 -0.392657 
  -0.867555 	 0.318501 	 -0.381976 
  -0.046551 	 -0.576840 	 0.815530 
  -0.906265 	 0.103169 	 0.409926 
  -0.505236 	 0.814223 	 -0.285967 
  -0.332078 	 -0.195587 	 0.922751 
  -0.863570 	 -0.010140 	 0.504127 
  -0.563994 	 -0.370873 	 0.737810 
  -0.307736 	 0.021689 	 0.951224 
  -0.838086 	 0.537202 	 -0.095000 
  0.548633 	 -0.009940 	 0.836004 
  0.772344 	 -0.488928 	 0.405505 
  0.566065 	 -0.619982 	 -0.543316 
  -0.912940 	 0.385477 	 -0.133971 
  -0.781320 	 0.065039 	 0.620733 
  0.789652 	 -0.366715 	 0.491905 
  0.816211 	 -0.495896 	 0.296455 
  -0.224454 	 -0.695920 	 0.682141 
  0.054953 	 -0.814055 	 -0.578183 
  -0.056341 	 0.988198 	 -0.142445 
  -0.640655 	 0.732206 	 -0.231161 
  0.769013 	 -0.275845 	 -0.576653 
  -0.220123 	 0.213236 	 -0.951880 
  0.999361 	 0.031361 	 -0.017173 
  -0.015511 	 -0.633371 	 0.773693 
  0.662880 	 0.748378 	 -0.022794 
  -0.865945 	 0.157634 	 -0.474648 
  -0.562203 	 -0.487473 	 0.668055 
  -0.682208 	 -0.497822 	 0.535505 
  -0.614831 	 0.356603 	 0.703432 
  0.640306 	 0.033846 	 -0.767374 
  0.587669 	 0.204393 	 0.782859 
  0.421468 	 0.213294 	 0.881402 
  -0.902460 	 0.163231 	 -0.398650 
  -0.087725 	 -0.933273 	 -0.348290 
  -0.827427 	 -0.390798 	 0.403288 
  0.786305 	 0.617729 	 0.011598 
  -0.157246 	 -0.190988 	 -0.968915 
  -0.021488 	 0.970383 	 -0.240614 
  0.189871 	 -0.688088 	 0.700345 
  -0.368512 	 -0.347831 	 -0.862098 
  -0.928722 	 0.049769 	 0.367421 
  -0.271168 	 0.665426 	 -0.695469 
  -0.658237 	 -0.234345 	 0.715406 
  0.989722 	 -0.103050 	 0.099147 
  0.578948 	 0.689234 	 -0.435634 
  0.388402 	 0.918720 	 -0.071396 
  -0.414568 	 -0.780189 	 -0.468442 
  0.328287 	 0.427120 	 0.842494 
  -0.140383 	 -0.253909 	 0.956986 
  -0.425618 	 -0.410809 	 0.806279 
  0.691753 	 0.662252 	 0.287924 
  0.277910 	 0.082936 	 -0.957020 
  -0.664600 	 -0.736631 	 -0.125226 
  0.717242 	 -0.463652 	 0.520184 
  0.998757 	 -0.039768 	 0.030064 
  -0.653134 	 -0.309775 	 0.690981 
  0.169921 	 0.226440 	 0.959089 
  0.179121 	 -0.982623 	 0.048653 
  -0.593806 	 0.628392 	 -0.502512 
  -0.673162 	 0.341305 	 0.656021 
  0.390502 	 -0.178451 	 0.903141 
  0.888416 	 -0.449663 	 -0.092309 
  -0.348132 	 0.873624 	 0.339976 
  -0.454204 	 -0.886504 	 0.088372 
  -0.406260 	 -0.276416 	 -0.870946 
  0.313995 	 -0.553865 	 -0.771130 
  -0.448284 	 0.113216 	 -0.886692 
  0.284658 	 0.170263 	 0.943388 
  -0.059259 	 0.372159 	 -0.926275 
  -0.230198 	 -0.933842 	 -0.273766 
  0.296301 	 -0.856106 	 0.423424 
  -0.047786 	 0.681773 	 -0.730001 
  -0.173947 	 -0.393358 	 0.902780 
  0.841700 	 0.049892 	 -0.537636 
  -0.855570 	 -0.500321 	 -0.132963 
  -0.907501 	 -0.266771 	 0.324461 
  0.093740 	 -0.882625 	 0.460637 
  -0.850752 	 -0.214539 	 -0.479786 
  0.512121 	 0.808675 	 -0.289441 
  0.347252 	 -0.297953 	 -0.889180 
  0.741542 	 -0.391387 	 0.544915 
  0.975349 	 0.178855 	 0.129249 
  -0.360358 	 -0.226525 	 -0.904892 
  -0.653372 	 0.561869 	 -0.507354 
  0.974014 	 -0.196880 	 -0.111960 
  0.433977 	 0.886413 	 0.161048 
  -0.961319 	 0.243625 	 0.128502 
  -0.645986 	 -0.159363 	 0.746529 
  -0.408079 	 -0.191192 	 0.892702 
  -0.488121 	 0.871506 	 0.047060 
  -0.234977 	 -0.112064 	 -0.965519 
  -0.769580 	 -0.625388 	 -0.128985 
  -0.898754 	 -0.176345 	 -0.401428 
  0.757813 	 0.294539 	 0.582209 
  -0.617059 	 -0.574212 	 -0.538070 
  0.927239 	 0.158562 	 0.339244 
  -0.174508 	 -0.834250 	 -0.523043 
  0.729821 	 -0.674340 	 -0.112367 
  -0.209200 	 -0.920192 	 0.330882 
  0.472211 	 0.357249 	 -0.805847 
  0.012103 	 -0.977485 	 -0.210657 
  -0.921049 	 -0.275059 	 -0.275701 
  -0.330166 	 0.618592 	 -0.712976 
  0.440775 	 -0.596592 	 -0.670668 
  0.317168 	 -0.881593 	 0.349568 
  0.414141 	 -0.885694 	 -0.209842 
  -0.181061 	 0.981458 	 0.062905 
  -0.820124 	 -0.007246 	 0.572140 
  -0.322464 	 0.825850 	 -0.462590 
  -0.554531 	 0.079931 	 -0.828316 
  0.694735 	 0.062855 	 -0.716514 
  0.236110 	 -0.893041 	 0.383052 
  0.993398 	 0.096343 	 -0.062272 
  -0.214061 	 0.967306 	 0.136006 
  -0.263803 	 0.938705 	 0.221904 
  -0.968779 	 0.034992 	 0.245444 
  0.763682 	 0.552130 	 -0.334579 
  0.330749 	 0.026703 	 -0.943341 
  -0.114245 	 0.926993 	 -0.357257 
  -0.054965 	 0.998430 	 0.010743 
  -0.484770 	 0.865718 	 0.124620 
  -0.902665 	 0.378852 	 0.204124 
  0.414532 	 0.134150 	 0.900093 
  -0.546414 	 0.837340 	 0.017150 
  0.733281 	 -0.634093 	 -0.245407 
  0.606458 	 0.048232 	 0.793652 
  0.851209 	 -0.524816 	 0.003383 
  -0.814926 	 0.578995 	 -0.025694 
  -0.334277 	 -0.744576 	 0.577812 
  -0.526951 	 0.737217 	 -0.422887 
  -0.762596 	 -0.131367 	 0.633396 
  -0.532228 	 -0.612136 	 0.584828 
  -0.017575 	 -0.086657 	 0.996083 
  -0.746560 	 -0.398828 	 -0.532527 
  -0.602549 	 -0.106657 	 0.790923 
  0.172225 	 0.857841 	 -0.484198 
  -0.815420 	 0.474872 	 0.331038 
  -0.036816 	 -0.956812 	 -0.288366 
  0.792224 	 0.551153 	 -0.261937 
  -0.589168 	 0.682475 	 -0.432560 
  0.865384 	 0.330005 	 0.377104 
  -0.101475 	 -0.635459 	 0.765437 
  -0.728106 	 0.346624 	 0.591366 
  0.659401 	 0.157995 	 0.735002 
  0.560519 	 -0.767922 	 -0.310024 
  0.259218 	 -0.916191 	 0.305616 
  -0.139412 	 -0.873845 	 -0.465789 
  0.808980 	 0.422982 	 -0.408213 
  -0.417149 	 0.224242 	 0.880740 
  0.389165 	 -0.862454 	 0.323611 
  0.925267 	 0.277232 	 -0.258888 
  0.182541 	 -0.472050 	 0.862466 
  -0.632114 	 0.480023 	 0.608285 
  0.869452 	 0.391179 	 0.301717 
  -0.336614 	 -0.825301 	 0.453397 
  0.112335 	 0.951272 	 0.287164 
  -0.329918 	 0.304159 	 -0.893667 
  0.958645 	 0.130284 	 -0.253032 
  0.885423 	 -0.039122 	 0.463136 
  -0.115029 	 -0.990432 	 0.076240 
  -0.558625 	 0.446161 	 0.699198 
  -0.956670 	 -0.132013 	 0.259529 
  -0.628557 	 -0.695092 	 0.348944 
  0.535648 	 0.815634 	 0.218683 
  0.595827 	 0.801881 	 -0.044460 
  -0.397675 	 -0.402343 	 -0.824606 
  0.070672 	 -0.930670 	 -0.358970 
  0.138954 	 -0.739665 	 0.658473 
  0.663511 	 -0.222301 	 0.714377 
  -0.353479 	 -0.397612 	 0.846734 
  -0.260483 	 0.530803 	 0.806472 
  0.536065 	 -0.842559 	 0.052249 
  0.131375 	 0.056628 	 -0.989714 
  -0.454912 	 0.791266 	 0.408599 
  0.384650 	 -0.430146 	 -0.816712 
  0.541016 	 0.069931 	 0.838100 
  0.027321 	 -0.862803 	 0.504802 
  -0.625172 	 0.301133 	 -0.720055 
  -0.931563 	 -0.120158 	 0.343150 
  -0.045796 	 0.899141 	 0.435256 
  -0.907091 	 -0.396843 	 0.140363 
  -0.862989 	 0.504022 	 -0.034807 
  -0.393861 	 0.564341 	 -0.725529 
  0.545640 	 -0.578497 	 0.606315 
  0.869900 	 -0.469605 	 0.150817 
  -0.367325 	 0.871055 	 -0.326092 
  0.203216 	 -0.056470 	 -0.977504 
  -0.305419 	 0.908635 	 0.284785 
  -0.475105 	 -0.135567 	 -0.869424 
  -0.576158 	 0.165323 	 -0.800444 
  0.689915 	 -0.023719 	 -0.723501 
  0.430443 	 -0.033411 	 0.901999 
  -0.429963 	 -0.038498 	 0.902026 
  0.935019 	 0.346119 	 -0.077081 
  0.647966 	 0.619278 	 0.443435 
  0.779974 	 -0.598770 	 0.181977 
  -0.499478 	 -0.758518 	 0.418536 
  -0.676030 	 0.667071 	 0.313049 
  0.146187 	 0.922089 	 -0.358302 
  0.727611 	 -0.558363 	 0.398513 
  0.944230 	 -0.305052 	 0.123990 
  -0.165346 	 0.035486 	 -0.985597 
  -0.951898 	 -0.191001 	 -0.239603 
  -0.325929 	 0.828794 	 0.454830 
  0.768228 	 0.042967 	 0.638732 
  -0.934717 	 0.311585 	 0.170934 
  -0.340271 	 -0.523125 	 -0.781381 
  0.532966 	 -0.770407 	 0.349886 
  0.595520 	 0.783400 	 -0.177879 
  -0.630135 	 0.187355 	 0.753544 
  -0.024652 	 -0.828545 	 0.559379 
  -0.164805 	 0.972966 	 -0.161792 
  -0.972783 	 -0.183559 	 0.141419 
  -0.090700 	 -0.356733 	 -0.929793 
  -0.883660 	 0.456782 	 -0.102446 
  -0.950470 	 0.195802 	 -0.241388 
  0.460076 	 -0.735511 	 -0.497346 
  -0.835164 	 0.094312 	 -0.541855 
  0.883327 	 0.046212 	 -0.466473 
  -0.114939 	 -0.835138 	 0.537897 
  0.864254 	 0.346891 	 -0.364323 
  0.607520 	 -0.036065 	 0.793485 
  0.118712 	 -0.956620 	 0.266057 
  0.583357 	 0.734494 	 0.346718 
  0.221626 	 0.956327 	 -0.190577 
  0.087393 	 -0.782510 	 0.616475 
  -0.530729 	 -0.179879 	 -0.828234 
  0.448952 	 0.344481 	 0.824485 
  0.231297 	 -0.954220 	 -0.189649 
  -0.119601 	 0.875393 	 -0.468383 
  0.667605 	 -0.353660 	 0.655155 
  0.089441 	 -0.627944 	 -0.773102 
  -0.701883 	 0.561659 	 0.438064 
  0.818366 	 -0.446099 	 0.362316 
  0.831156 	 0.350623 	 -0.431560 
  -0.566162 	 0.615015 	 0.548833 
  -0.589501 	 -0.312522 	 -0.744861 
  -0.026459 	 -0.163601 	 0.986172 
  0.142476 	 0.391329 	 -0.909155 
  0.150926 	 0.984399 	 0.090448 
  0.844685 	 0.472339 	 -0.251798 
  0.177435 	 -0.924954 	 0.336120 
  -0.556468 	 0.163167 	 0.814690 
  0.277701 	 -0.849681 	 -0.448245 
  0.779633 	 -0.195266 	 -0.595016 
  0.010712 	 -0.989043 	 0.147239 
  -0.292223 	 0.902501 	 -0.316382 
  0.904335 	 0.348915 	 0.245840 
  -0.939186 	 0.329770 	 0.095823 
  0.505103 	 -0.064416 	 0.860652 
  0.512794 	 -0.448277 	 -0.732182 
  -0.637668 	 -0.738144 	 0.220279 
  0.523292 	 0.696431 	 -0.491069 
  -0.269024 	 -0.959185 	 0.087126 
  0.904377 	 -0.093825 	 -0.416292 
  -0.182565 	 0.572542 	 0.799291 
  -0.077762 	 0.572374 	 0.816297 
  -0.573619 	 -0.812169 	 0.106503 
  -0.237852 	 0.447437 	 0.862106 
  0.625885 	 -0.669247 	 0.400469 
  -0.616630 	 0.094597 	 -0.781549 
  -0.956348 	 0.116419 	 -0.268039 
  0.086872 	 -0.688379 	 -0.720130 
  -0.799283 	 0.530105 	 -0.283083 
  -0.314675 	 0.692148 	 0.649547 
  0.930345 	 -0.192377 	 0.312168 
  -0.452276 	 -0.323929 	 -0.830973 
  -0.507442 	 -0.853034 	 0.121801 
  0.613556 	 -0.172819 	 0.770508 
  -0.296754 	 -0.850039 	 -0.435167 
  -0.962508 	 -0.257709 	 0.084645 
  0.692115 	 -0.060572 	 0.719241 
  -0.053585 	 0.816194 	 -0.575288 
  -0.126946 	 0.668993 	 -0.732348 
  0.372476 	 -0.098783 	 0.922769 
  -0.295210 	 -0.946326 	 -0.131598 
  -0.899339 	 0.189502 	 0.394053 
  0.375746 	 -0.823277 	 -0.425477 
  -0.177569 	 0.252897 	 0.951059 
  0.629541 	 0.770629 	 0.099041 
  -0.397237 	 0.786282 	 -0.473247 
  0.401248 	 -0.521357 	 0.753118 
  -0.336696 	 0.778684 	 -0.529421 
  -0.066965 	 -0.985596 	 0.155296 
  0.935964 	 0.117536 	 -0.331899 
  -0.532356 	 0.573828 	 -0.622350 
  0.336464 	 -0.409410 	 0.848042 
  0.065843 	 0.973509 	 0.218961 
  -0.360963 	 -0.578526 	 -0.731446 
  0.959731 	 0.273756 	 -0.063040 
  0.821437 	 0.170921 	 0.544084 
  -0.580915 	 0.311006 	 0.752205 
  -0.221483 	 -0.805039 	 0.550325 
  0.832527 	 0.542777 	 -0.110866 
  0.852585 	 -0.470519 	 0.227398 
  -0.451598 	 0.054067 	 0.890582 
  0.837593 	 -0.053927 	 0.543627 
  0.092867 	 0.786415 	 0.610678 
  -0.976712 	 -0.110163 	 0.184111 
